model,prompt,Alignment,Geometry,Texture,Overall
magic3d,"A blue jacket",4.94444444444444,4.23809523809524,4.23529411764706,4.26315789473684
magic3d,"A delicious hamburger",8,6.54545454545455,6.85714285714286,7.09523809523809
magic3d,"A canned Coke",7.5,6.47058823529412,6.35294117647059,6.63157894736842
sjc,"A striped zebra",4.15789473684211,3.5,2.47368421052632,3.1
sjc,"A grey mouse",3.85714285714286,2.3125,1.9,2.26315789473684
sjc,"A blue vase",6.34210526315789,4.08333333333333,4.19444444444444,4.66666666666667
sjc,"A brown bear",3.41176470588235,2.15789473684211,1.875,2.31578947368421
sjc,"A round stool",6.52631578947368,3.54545454545455,3.52380952380952,4.14285714285714
sjc,"A white helmet",5.55,4.82352941176471,3.82352941176471,4.63157894736842
sjc,"A green umbrella",5.41176470588235,3.63157894736842,3.3125,4
sjc,"A yellow hat",4,2.16666666666667,2.61111111111111,2.66666666666667
sjc,"A wooden bench",5.8,4.11764705882353,4.64705882352941,4.42105263157895
sjc,"A brown horse",5.90476190476191,4.5,3.05,4.05263157894737
sjc,"A symmetrical arch",1.36842105263158,1.54545454545455,1.38095238095238,1.23809523809524
sjc,"A glass bottle",6.26315789473684,3.77272727272727,3.61904761904762,4.28571428571429
sjc,"A white rabbit",7.22222222222222,5.26315789473684,3.85,4.95
sjc,"A blue jacket",0.36842105263158,0.22222222222222,0.38888888888889,0.33333333333333
sjc,"A delicious hamburger",5.47368421052632,2.61111111111111,3.5,3.90476190476191
sjc,"A canned Coke",2.10526315789474,1.21052631578947,0.83333333333333,1.52380952380952
textmesh,"A striped zebra",3.66666666666667,2.75,2.7,2.68421052631579
textmesh,"A grey mouse",8.2,7.29411764705882,7.23529411764706,7.68421052631579
textmesh,"A blue vase",7.38888888888889,6.71428571428571,6.17647058823529,6.73684210526316
textmesh,"A brown bear",1,1,1.22222222222222,1
textmesh,"A round stool",8.35294117647059,7.63157894736842,6.9375,7.68421052631579
textmesh,"A white helmet",1.05263157894737,1.22222222222222,0.95,0.95238095238095
textmesh,"A green umbrella",1.25,0.82352941176471,1.76470588235294,1.15789473684211
textmesh,"A yellow hat",5.78947368421053,4.66666666666667,4.05555555555556,4.66666666666667
textmesh,"A wooden bench",1.80952380952381,2.0625,1.6,1.73684210526316
textmesh,"A brown horse",3.21052631578947,2.33333333333333,2.94736842105263,2.5
textmesh,"A symmetrical arch",1.10526315789474,1,1.16666666666667,1
textmesh,"A glass bottle",1.1,1.35294117647059,1.41176470588235,1.15789473684211
textmesh,"A white rabbit",8.5,7.05263157894737,7.2,7
textmesh,"A blue jacket",6.73684210526316,5.11111111111111,5.44444444444444,5.71428571428571
textmesh,"A delicious hamburger",7.85714285714286,6.625,6,6.84210526315789
textmesh,"A canned Coke",8.38888888888889,7.73684210526316,6.85,7.55
3dtopia,"A striped zebra",4.5,3.76190476190476,4.94117647058824,3.94736842105263
3dtopia,"A grey mouse",2.63157894736842,1.94444444444444,2.6,2.04761904761905
3dtopia,"A blue vase",6.8,5.82352941176471,5.52941176470588,5.94736842105263
3dtopia,"A brown bear",6.15789473684211,3.54545454545455,4.33333333333333,4.47619047619048
3dtopia,"A round stool",8.78947368421053,8.09090909090909,7.71428571428571,8.23809523809524
3dtopia,"A white helmet",4.29411764705882,4.05263157894737,3.9375,4.10526315789474
3dtopia,"A green umbrella",6.78947368421053,5.44444444444444,5.75,5.66666666666667
3dtopia,"A yellow hat",2.55555555555556,2.14285714285714,3.17647058823529,2.31578947368421
3dtopia,"A wooden bench",8.78947368421053,8.16666666666667,8.42105263157895,8.5
3dtopia,"A brown horse",6.84210526315789,4.78947368421053,5.77777777777778,5.47619047619048
3dtopia,"A symmetrical arch",7.9,7.41176470588235,7.58823529411765,7.57894736842105
3dtopia,"A glass bottle",5.5,3.58823529411765,4.35294117647059,4.47368421052632
3dtopia,"A white rabbit",5.21428571428571,4.65625,4.5,4.68421052631579
3dtopia,"A blue jacket",8.72222222222222,8.05263157894737,7.5,7.95
3dtopia,"A delicious hamburger",2,1.88888888888889,2.10526315789474,1.85
3dtopia,"A canned Coke",3,4.33333333333333,2.11764705882353,3
consistent3d,"A striped zebra",4.76190476190476,3.125,3.8,3.63157894736842
consistent3d,"A grey mouse",6,5.14285714285714,4.94117647058824,4.42105263157895
consistent3d,"A blue vase",4.52631578947368,3,3.21052631578947,3.25
consistent3d,"A brown bear",6.42105263157895,4.10526315789474,4.44444444444444,4.23809523809524
consistent3d,"A round stool",8.21052631578947,6.89473684210526,5.5,6.80952380952381
consistent3d,"A white helmet",6,4.75,4.45,5.10526315789474
consistent3d,"A green umbrella",3.41176470588235,2.52631578947368,2.8125,2.21052631578947
consistent3d,"A yellow hat",6.52631578947368,5.40909090909091,5.61904761904762,5.42857142857143
consistent3d,"A wooden bench",3.80952380952381,2.875,3.15,3.10526315789474
consistent3d,"A brown horse",5.47619047619048,3.9375,4.35,4.21052631578947
consistent3d,"A symmetrical arch",0.88888888888889,1,1.55,1
consistent3d,"A glass bottle",5,3.10526315789474,3.55555555555556,3.61904761904762
consistent3d,"A white rabbit",7.78947368421053,5.15789473684211,5.61111111111111,5.66666666666667
consistent3d,"A blue jacket",5.68421052631579,4.45454545454545,4.23809523809524,4.47619047619048
consistent3d,"A delicious hamburger",5.85714285714286,4.75,4.8,4.89473684210526
consistent3d,"A canned Coke",5.78947368421053,3.26315789473684,3.72222222222222,4
latentnerf,"A striped zebra",3.16666666666667,2.66666666666667,3.17647058823529,2.78947368421053
latentnerf,"A grey mouse",6.42105263157895,4.66666666666667,4.21052631578947,4.95
latentnerf,"A blue vase",4.80952380952381,3.25,3.85,3.47368421052632
latentnerf,"A brown bear",1.36842105263158,1,1.2,1.23809523809524
latentnerf,"A round stool",6.64705882352941,4.42105263157895,3.8125,4.94736842105263
latentnerf,"A white helmet",2.42105263157895,1.38888888888889,1.77777777777778,1.76190476190476
latentnerf,"A green umbrella",3.73684210526316,1.84210526315789,1.61111111111111,2.38095238095238
latentnerf,"A yellow hat",6.45,4.88235294117647,5.23529411764706,5.15789473684211
latentnerf,"A wooden bench",6.35,4.94117647058824,4.88235294117647,4.94736842105263
latentnerf,"A brown horse",3.35294117647059,2,2.25,2.15789473684211
latentnerf,"A symmetrical arch",3.52631578947368,2.44444444444444,2.66666666666667,2.76190476190476
latentnerf,"A glass bottle",4.38888888888889,2.89473684210526,2.7,3.05
latentnerf,"A white rabbit",7.75,5.23529411764706,5.29411764705882,6
latentnerf,"A blue jacket",1.57894736842105,0.88888888888889,1.3,1.14285714285714
latentnerf,"A delicious hamburger",7.70588235294118,5.05263157894737,5.125,5.68421052631579
latentnerf,"A canned Coke",6.42105263157895,2.73684210526316,3.38888888888889,3.85714285714286
one2345++,"A striped zebra",7.76470588235294,6.57894736842105,6.4375,6.84210526315789
one2345++,"A grey mouse",9,8.42857142857143,8.82352941176471,8.73684210526316
one2345++,"A blue vase",6.73684210526316,8.27777777777778,6.7,7.33333333333333
one2345++,"A brown bear",8,7.23529411764706,5.88235294117647,6.94736842105263
one2345++,"A round stool",8.5,8.33333333333333,8.82352941176471,8.52631578947368
one2345++,"A white helmet",8.55555555555556,8.31578947368421,7.75,8.05
one2345++,"A green umbrella",9.2777777777778,8.78947368421053,8.15,8.8
one2345++,"A yellow hat",7.89473684210526,6.5,7.04761904761905,6.90476190476191
one2345++,"A wooden bench",8.63157894736842,7.66666666666667,7.73684210526316,8.05
one2345++,"A brown horse",8.66666666666667,7.1578947368421,6.95,7.3
one2345++,"A symmetrical arch",8.52631578947368,7.63636363636364,7.80952380952381,7.95238095238095
one2345++,"A glass bottle",7.88235294117647,8.10526315789474,6.8125,7.68421052631579
one2345++,"A white rabbit",7.26315789473684,7,5.27777777777778,6.61904761904762
one2345++,"A blue jacket",9.0588235294118,8.68421052631579,8.9375,8.8421052631579
one2345++,"A delicious hamburger",8.6,7.88235294117647,6.94117647058824,7.94736842105263
one2345++,"A canned Coke",7.44444444444444,7.19047619047619,6.82352941176471,7.10526315789474
dreamfusion,"A badge shaped like a shield",2.5,2.21052631578947,1.85,2.15
dreamfusion,"A black umbrella with a curved handle",1.27777777777778,0.95238095238095,0.88235294117647,1.15789473684211
dreamfusion,"A bookmark with a tassel",2.83333333333333,2.14285714285714,2.17647058823529,2.73684210526316
dreamfusion,"A cactus with a blooming flower",6.57894736842105,5.45454545454545,5.57142857142857,5.76190476190476
dreamfusion,"A candleholder made of wrought iron",6.26315789473684,4.21052631578947,4.16666666666667,4.76190476190476
dreamfusion,"A chess piece carved from ivory",7.94736842105263,7,6.66666666666667,7.09523809523809
dreamfusion,"A red rose with a thorny stem",2.66666666666667,1.68421052631579,1.85,1.7
dreamfusion,"A lamp with a fabric shade",7.36842105263158,5.73684210526316,5.83333333333333,6.47619047619048
dreamfusion,"A lipstick in a golden case",6.83333333333333,6.52631578947368,6,6.25
dreamfusion,"A model airplane with spinning propellers",5.73684210526316,6.88888888888889,5.83333333333333,5.90476190476191
dreamfusion,"A porcelain vase with dragon motifs",8.83333333333333,7.94736842105263,7.55,8.1
dreamfusion,"A stone castle with a drawbridge",5.25,5,5,5.05263157894737
dreamfusion,"A teddy bear holding a heart",1.36842105263158,1.36842105263158,1.38888888888889,1.14285714285714
dreamfusion,"A wooden chair with a woven seat",6.38095238095238,6.8125,5.95,6.52631578947368
dreamfusion,"A headphone with cushioned ear pads",3.73684210526316,3.88888888888889,3.47368421052632,3.6
dreamfusion,"A white sneaker with blue stripes",6.52631578947368,6.77777777777778,5.94444444444444,6.19047619047619
magic3d,"A badge shaped like a shield",2.52941176470588,2.63157894736842,2.1875,2.15789473684211
magic3d,"A black umbrella with a curved handle",5.05263157894737,3.10526315789474,4.05555555555556,3.80952380952381
magic3d,"A bookmark with a tassel",4.28947368421053,3.60526315789474,3.36111111111111,3.64285714285714
magic3d,"A cactus with a blooming flower",7.57894736842105,5.63157894736842,5.72222222222222,6.09523809523809
magic3d,"A candleholder made of wrought iron",6.28571428571429,5.0625,4.95,5.31578947368421
magic3d,"A chess piece carved from ivory",7.8421052631579,8,7.10526315789474,7.85
magic3d,"A red rose with a thorny stem",4.5,4.28571428571429,4.17647058823529,4.26315789473684
magic3d,"A lamp with a fabric shade",4.42857142857143,4.25,3.75,4.26315789473684
magic3d,"A lipstick in a golden case",5.15789473684211,3.77272727272727,3.76190476190476,3.90476190476191
magic3d,"A model airplane with spinning propellers",6.21052631578947,4.22222222222222,3.7,4.57142857142857
magic3d,"A porcelain vase with dragon motifs",8.63157894736842,7.90909090909091,7.80952380952381,8.04761904761905
magic3d,"A stone castle with a drawbridge",6.52631578947368,6.15789473684211,6.22222222222222,6.38095238095238
magic3d,"A teddy bear holding a heart",1.05882352941176,1,1.5,0.78947368421053
magic3d,"A wooden chair with a woven seat",6.94736842105263,6.73684210526316,5.44444444444444,6.23809523809524
magic3d,"A headphone with cushioned ear pads",5.26315789473684,3.45454545454545,3.14285714285714,3.85714285714286
magic3d,"A white sneaker with blue stripes",5.94117647058824,5.05263157894737,6.3125,4.94736842105263
sjc,"A badge shaped like a shield",2.63157894736842,2,1.5,2
sjc,"A black umbrella with a curved handle",6.47368421052632,4.5,3.3,4.71428571428571
sjc,"A bookmark with a tassel",4.15,3.41176470588235,3.35294117647059,3.52631578947368
sjc,"A cactus with a blooming flower",6.82352941176471,4.89473684210526,4.4375,5.31578947368421
sjc,"A candleholder made of wrought iron",6.88888888888889,5.42105263157895,4.7,5.25
sjc,"A chess piece carved from ivory",7,6.31578947368421,5.05,5.8
sjc,"A red rose with a thorny stem",6.95,5.70588235294118,5.70588235294118,6.10526315789474
sjc,"A lamp with a fabric shade",4.68421052631579,3.55555555555556,3.15789473684211,3.5
sjc,"A lipstick in a golden case",6.05555555555556,4.78947368421053,3.85,4.45
sjc,"A model airplane with spinning propellers",4.15789473684211,3.22727272727273,2.85714285714286,3.09523809523809
sjc,"A porcelain vase with dragon motifs",5.05263157894737,3.11111111111111,3.5,3.80952380952381
sjc,"A stone castle with a drawbridge",0.80952380952381,0.6875,0.55,0.63157894736842
sjc,"A teddy bear holding a heart",4.47368421052632,3.66666666666667,2.78947368421053,3.3
sjc,"A wooden chair with a woven seat",3.84210526315789,2.38888888888889,2.6,2.71428571428571
sjc,"A headphone with cushioned ear pads",1.84210526315789,0.94736842105263,0.83333333333333,1.14285714285714
sjc,"A white sneaker with blue stripes",3.36842105263158,2.05263157894737,1.83333333333333,2.28571428571429
textmesh,"A badge shaped like a shield",2.78947368421053,2.66666666666667,2.8,2.42857142857143
textmesh,"A black umbrella with a curved handle",5.05263157894737,3.68181818181818,3.85714285714286,3.80952380952381
textmesh,"A bookmark with a tassel",2.95238095238095,3.0625,2.45,2.63157894736842
textmesh,"A cactus with a blooming flower",6.16666666666667,5.09523809523809,5.11764705882353,5.52631578947368
textmesh,"A candleholder made of wrought iron",6.80952380952381,6.125,5.5,6.05263157894737
textmesh,"A chess piece carved from ivory",7.78947368421053,7.22727272727273,6.57142857142857,7.19047619047619
textmesh,"A red rose with a thorny stem",1.42105263157895,1.16666666666667,1.83333333333333,1.28571428571429
textmesh,"A lamp with a fabric shade",6.10526315789474,5.38888888888889,4.47368421052632,5.25
textmesh,"A lipstick in a golden case",6.94736842105263,6.66666666666667,6,6.38095238095238
textmesh,"A model airplane with spinning propellers",5.83333333333333,5.90476190476191,5.88235294117647,5.89473684210526
textmesh,"A porcelain vase with dragon motifs",8.05263157894737,7.16666666666667,7.05555555555556,7.42857142857143
textmesh,"A stone castle with a drawbridge",6.15789473684211,5.90909090909091,5.90476190476191,6.04761904761905
textmesh,"A teddy bear holding a heart",1.29411764705882,1.42105263157895,1.6875,1.31578947368421
textmesh,"A wooden chair with a woven seat",6.26315789473684,6.05555555555556,5.3,6.04761904761905
textmesh,"A headphone with cushioned ear pads",0.94736842105263,1.16666666666667,1.05,0.85714285714286
textmesh,"A white sneaker with blue stripes",1,1.15789473684211,1.375,1
3dtopia,"A badge shaped like a shield",7.89473684210526,7.66666666666667,7.55,7.71428571428571
3dtopia,"A black umbrella with a curved handle",2.95238095238095,2.25,2.4,2.42105263157895
3dtopia,"A bookmark with a tassel",5.80952380952381,5.5,6.05,5.57894736842105
3dtopia,"A cactus with a blooming flower",3.15789473684211,2.66666666666667,2.5,2.61904761904762
3dtopia,"A candleholder made of wrought iron",7,4.68181818181818,5.76190476190476,5.57142857142857
3dtopia,"A chess piece carved from ivory",8.11111111111111,7.42857142857143,7.23529411764706,7.68421052631579
3dtopia,"A red rose with a thorny stem",5.55555555555556,4.19047619047619,4.58823529411765,4.42105263157895
3dtopia,"A lamp with a fabric shade",8.57894736842105,7.33333333333333,7.68421052631579,7.9
3dtopia,"A lipstick in a golden case",4.84210526315789,5.5,5.65,5.04761904761905
3dtopia,"A model airplane with spinning propellers",0.47058823529412,0.52631578947368,0.8125,0.57894736842105
3dtopia,"A porcelain vase with dragon motifs",6.41176470588235,5.10526315789474,5.375,5.52631578947368
3dtopia,"A stone castle with a drawbridge",5.64705882352941,6.42105263157895,6.9375,6.15789473684211
3dtopia,"A teddy bear holding a heart",3.78947368421053,3.83333333333333,3.66666666666667,3.71428571428571
3dtopia,"A wooden chair with a woven seat",8.89473684210526,8.88888888888889,8.57894736842105,9
3dtopia,"A headphone with cushioned ear pads",2.27777777777778,3.21052631578947,4.55,2.7
3dtopia,"A white sneaker with blue stripes",2.68421052631579,1.83333333333333,3,2.33333333333333
consistent3d,"A badge shaped like a shield",4.21052631578947,3.55555555555556,3.26315789473684,3.4
consistent3d,"A black umbrella with a curved handle",3.63157894736842,2.59090909090909,3.23809523809524,2.66666666666667
consistent3d,"A bookmark with a tassel",4.16666666666667,3.47619047619048,3.23529411764706,3.52631578947368
consistent3d,"A cactus with a blooming flower",7,6.41176470588235,5.52941176470588,6.10526315789474
consistent3d,"A candleholder made of wrought iron",7.42105263157895,6.22222222222222,5.66666666666667,6.52380952380952
consistent3d,"A chess piece carved from ivory",7.94736842105263,7.44444444444444,6.73684210526316,7.3
consistent3d,"A red rose with a thorny stem",3.5,2.64705882352941,2.64705882352941,2.63157894736842
consistent3d,"A lamp with a fabric shade",6.16666666666667,4.68421052631579,4.9,4.75
consistent3d,"A lipstick in a golden case",6.11111111111111,6.14285714285714,5.35294117647059,5.63157894736842
consistent3d,"A model airplane with spinning propellers",3.26315789473684,2.68421052631579,2.66666666666667,2.71428571428571
consistent3d,"A porcelain vase with dragon motifs",6.42105263157895,3.89473684210526,5.77777777777778,4.95238095238095
consistent3d,"A stone castle with a drawbridge",3.68421052631579,3.33333333333333,3.78947368421053,3.6
consistent3d,"A teddy bear holding a heart",6.36842105263158,4.88888888888889,4.85,4.76190476190476
consistent3d,"A wooden chair with a woven seat",6.61904761904762,5.75,4.85,5.89473684210526
consistent3d,"A headphone with cushioned ear pads",7.8,6.82352941176471,6.35294117647059,6.78947368421053
consistent3d,"A white sneaker with blue stripes",8.5,8,6.7,7.4
latentnerf,"A badge shaped like a shield",1.77777777777778,1.66666666666667,0.94117647058824,1.21052631578947
latentnerf,"A black umbrella with a curved handle",6.26315789473684,3.31578947368421,2.94444444444444,3.90476190476191
latentnerf,"A bookmark with a tassel",2.21052631578947,1.72222222222222,1.63157894736842,1.55
latentnerf,"A cactus with a blooming flower",6.89473684210526,4.94444444444444,4.75,5.33333333333333
latentnerf,"A candleholder made of wrought iron",8.16666666666667,7.1578947368421,6.1,6.9
latentnerf,"A chess piece carved from ivory",6.84210526315789,4.05555555555556,4.55555555555556,4.95238095238095
latentnerf,"A red rose with a thorny stem",3.10526315789474,2.66666666666667,2.89473684210526,2.65
latentnerf,"A lamp with a fabric shade",6,4.21052631578947,4.1,4.4
latentnerf,"A lipstick in a golden case",6.94736842105263,6.11111111111111,6.42105263157895,6.3
latentnerf,"A model airplane with spinning propellers",3.27777777777778,2.36842105263158,2.55,2.4
latentnerf,"A porcelain vase with dragon motifs",5.33333333333333,3.21052631578947,4,3.65
latentnerf,"A stone castle with a drawbridge",3.68421052631579,2.11111111111111,2.44444444444444,2.61904761904762
latentnerf,"A teddy bear holding a heart",5.73684210526316,3.05555555555556,3.88888888888889,3.71428571428571
latentnerf,"A wooden chair with a woven seat",6.52631578947368,5.5,4.78947368421053,5.55
latentnerf,"A headphone with cushioned ear pads",4.63157894736842,2.55555555555556,2.65,2.95238095238095
latentnerf,"A white sneaker with blue stripes",5.26315789473684,4.11111111111111,4.31578947368421,4
one2345++,"A badge shaped like a shield",9,8.5,8.52380952380952,8.57142857142857
one2345++,"A black umbrella with a curved handle",9.2380952380952,8.3125,8.4,8.42105263157895
one2345++,"A bookmark with a tassel",7.23809523809524,6.625,7,6.84210526315789
one2345++,"A cactus with a blooming flower",7.1578947368421,4.77777777777778,6.11111111111111,6.04761904761905
one2345++,"A candleholder made of wrought iron",7.33333333333333,7.04761904761905,7,7.1578947368421
one2345++,"A chess piece carved from ivory",9.1052631578947,8.33333333333333,8.47368421052632,8.7
one2345++,"A red rose with a thorny stem",8.72222222222222,7.73684210526316,7.05,7.7
one2345++,"A lamp with a fabric shade",8.63157894736842,7.5,8.42105263157895,8.15
one2345++,"A lipstick in a golden case",7.31578947368421,7.95454545454546,8.47619047619048,7.80952380952381
one2345++,"A model airplane with spinning propellers",5.5,3.78947368421053,4.1,3.9
one2345++,"A porcelain vase with dragon motifs",9,8.61904761904762,8.52941176470588,8.78947368421053
one2345++,"A stone castle with a drawbridge",6.22222222222222,7.21052631578947,7.05,6.45
one2345++,"A teddy bear holding a heart",8.7,8.82352941176471,8.29411764705882,8.68421052631579
one2345++,"A wooden chair with a woven seat",8.09523809523809,8.0625,7.2,7.78947368421053
one2345++,"A headphone with cushioned ear pads",9.1052631578947,8.42105263157895,8,8.52380952380952
one2345++,"A white sneaker with blue stripes",8.57894736842105,8.11111111111111,7.55,8.04761904761905
dreamfusion,"A bronze goblet encrusted with rubies, with swirling engravings of dragons coiling up its stem",3.11111111111111,2.57142857142857,2.05882352941176,2.52631578947368
dreamfusion,"A black bat with luminous red eyes, outstretched wings, and a detailed claw with subtle ridges",3.63157894736842,2.94444444444444,3.2,3.14285714285714
dreamfusion,"A square table with intricate carvings along the legs, a scratched surface, and a missing corner",5.78947368421053,7.18181818181818,5.57142857142857,6.19047619047619
dreamfusion,"A golden lamp with an intricate bird and flower motif, and a glossy, amber-colored glass shade",3.33333333333333,3.47619047619048,2.76470588235294,3.21052631578947
dreamfusion,"A wooden chair with a broken leg, a cushioned seat, and carved spirals on the arms",5.63157894736842,5.66666666666667,5.05,5.57142857142857
dreamfusion,"A porcelain teapot with a gold-trimmed spout and a painted phoenix spiraling around its surface",5.36842105263158,5.18181818181818,4.33333333333333,4.66666666666667
dreamfusion,"A potted succulent with plump, fleshy, blue-green leaves edged in red and planted in a terracotta pot",8,7.89473684210526,7.15,7.6
dreamfusion,"A gilded picture frame adorned with ivy leaves, enclosing an oil painting of a serene landscape",0.61111111111111,0.61904761904762,0.88235294117647,0.84210526315789
dreamfusion,"A blue hat with a wide brim, a finely stitched edge, and a silver feather pinned delicately to one side",4.94736842105263,4.84210526315789,4.66666666666667,4.80952380952381
dreamfusion,"A blue jacket with silver buttons, fur lining on the collar, and a tear on the right sleeve",4.89473684210526,4.16666666666667,4.27777777777778,4.28571428571429
dreamfusion,"A yellow pencil with a polished finish, a sharply defined lead tip, and a vibrant red eraser",5.05263157894737,4.72222222222222,4.36842105263158,4.65
dreamfusion,"A glass bottle with a chipped neck, intricate patterns swirling along the sides, and a faded label",5.70588235294118,5.05263157894737,4.1875,5.10526315789474
dreamfusion,"A ceramic vase with swirling patterns etched into the surface, a chipped rim, and a long, narrow neck",5.73684210526316,6.38888888888889,5.15789473684211,5.8
dreamfusion,"A white dove with one bent wing, a scarred beak, and a single, grey feather among its tail",5.88888888888889,6.09523809523809,5.88235294117647,5.78947368421053
dreamfusion,"A bronze statue of a warrior with one arm raised, and a weathered, cracked base",4.63157894736842,2.94444444444444,4,3.42857142857143
dreamfusion,"A golden crown with missing jewels, a slightly bent band, and intricate scrollwork along the edges",3.9,3.70588235294118,3.41176470588235,3.78947368421053
magic3d,"A bronze goblet encrusted with rubies, with swirling engravings of dragons coiling up its stem",6.52631578947368,5.89473684210526,5.72222222222222,6.14285714285714
magic3d,"A black bat with luminous red eyes, outstretched wings, and a detailed claw with subtle ridges",6.05263157894737,5.38888888888889,5.16666666666667,4.95238095238095
magic3d,"A square table with intricate carvings along the legs, a scratched surface, and a missing corner",5.45,7.47058823529412,6.64705882352941,6.31578947368421
magic3d,"A golden lamp with an intricate bird and flower motif, and a glossy, amber-colored glass shade",6.42105263157895,5.86363636363636,5.90476190476191,6.04761904761905
magic3d,"A wooden chair with a broken leg, a cushioned seat, and carved spirals on the arms",5.21052631578947,4.72222222222222,4.5,4.76190476190476
magic3d,"A porcelain teapot with a gold-trimmed spout and a painted phoenix spiraling around its surface",6.61111111111111,5.15789473684211,5,5.2
magic3d,"A potted succulent with plump, fleshy, blue-green leaves edged in red and planted in a terracotta pot",8.36842105263158,7.5,7.26315789473684,7.85
magic3d,"A gilded picture frame adorned with ivy leaves, enclosing an oil painting of a serene landscape",0.44444444444444,0.63157894736842,0.65,0.5
magic3d,"A blue hat with a wide brim, a finely stitched edge, and a silver feather pinned delicately to one side",7.22222222222222,6.85714285714286,6.76470588235294,7
magic3d,"A blue jacket with silver buttons, fur lining on the collar, and a tear on the right sleeve",7,6.89473684210526,6.75,7.05263157894737
magic3d,"A yellow pencil with a polished finish, a sharply defined lead tip, and a vibrant red eraser",5.05882352941176,4.36842105263158,4,4.47368421052632
magic3d,"A glass bottle with a chipped neck, intricate patterns swirling along the sides, and a faded label",6.09523809523809,6.0625,4.95,5.73684210526316
magic3d,"A ceramic vase with swirling patterns etched into the surface, a chipped rim, and a long, narrow neck",5.68421052631579,6.63636363636364,5.04761904761905,5.80952380952381
magic3d,"A white dove with one bent wing, a scarred beak, and a single, grey feather among its tail",6,5.55555555555556,5.3,5.38095238095238
magic3d,"A bronze statue of a warrior with one arm raised, and a weathered, cracked base",2.42857142857143,2.0625,2.4,2
magic3d,"A golden crown with missing jewels, a slightly bent band, and intricate scrollwork along the edges",4.63157894736842,4.61111111111111,3.95,4.66666666666667
sjc,"A bronze goblet encrusted with rubies, with swirling engravings of dragons coiling up its stem",2.57142857142857,1.5625,2,1.84210526315789
sjc,"A black bat with luminous red eyes, outstretched wings, and a detailed claw with subtle ridges",3.22222222222222,2.05263157894737,2.2,2
sjc,"A square table with intricate carvings along the legs, a scratched surface, and a missing corner",0.55,0.58823529411765,0.70588235294118,0.57894736842105
sjc,"A golden lamp with an intricate bird and flower motif, and a glossy, amber-colored glass shade",6.04761904761905,5.875,5.2,5.63157894736842
sjc,"A wooden chair with a broken leg, a cushioned seat, and carved spirals on the arms",4,2.83333333333333,2.75,3.14285714285714
sjc,"A porcelain teapot with a gold-trimmed spout and a painted phoenix spiraling around its surface",4.94736842105263,4.66666666666667,3.31578947368421,3.85
sjc,"A potted succulent with plump, fleshy, blue-green leaves edged in red and planted in a terracotta pot",6.47368421052632,3.63157894736842,3.88888888888889,4.61904761904762
sjc,"A gilded picture frame adorned with ivy leaves, enclosing an oil painting of a serene landscape",0.72222222222222,0.85714285714286,0.64705882352941,0.52631578947368
