model,prompt,Alignment,Geometry,Texture,Overall
one2345++,"A blue vase",6.73684210526316,8.27777777777778,6.7,7.33333333333333
one2345++,"A brown bear",8,7.23529411764706,5.88235294117647,6.94736842105263
one2345++,"A red cup",6.89473684210526,7.72222222222222,6.3,7.09523809523809
one2345++,"A wooden boat",9.2,8.58823529411765,8.70588235294118,8.89473684210526
one2345++,"A white helmet",8.55555555555556,8.31578947368421,7.75,8.05
one2345++,"A yellow hat",7.89473684210526,6.5,7.04761904761905,6.90476190476191
one2345++,"A brown horse",8.66666666666667,7.1578947368421,6.95,7.3
one2345++,"A symmetrical arch",8.52631578947368,7.63636363636364,7.80952380952381,7.95238095238095
one2345++,"A glass bottle",7.88235294117647,8.10526315789474,6.8125,7.68421052631579
one2345++,"A white rabbit",7.26315789473684,7,5.27777777777778,6.61904761904762
one2345++,"A red bus",8.55555555555556,7.68421052631579,7.2,7.65
one2345++,"A blue jacket",9.0588235294118,8.68421052631579,8.9375,8.8421052631579
one2345++,"A canned Coke",7.44444444444444,7.19047619047619,6.82352941176471,7.10526315789474
dreamfusion,"A badge shaped like a shield",2.5,2.21052631578947,1.85,2.15
dreamfusion,"A bookmark with a tassel",2.83333333333333,2.14285714285714,2.17647058823529,2.73684210526316
dreamfusion,"A candleholder made of wrought iron",6.26315789473684,4.21052631578947,4.16666666666667,4.76190476190476
dreamfusion,"A chess piece carved from ivory",7.94736842105263,7,6.66666666666667,7.09523809523809
dreamfusion,"A coffee mug with a chipped rim",4.22222222222222,4.31578947368421,3.75,3.95
dreamfusion,"A red rose with a thorny stem",2.66666666666667,1.68421052631579,1.85,1.7
dreamfusion,"A lamp with a fabric shade",7.36842105263158,5.73684210526316,5.83333333333333,6.47619047619048
dreamfusion,"A lipstick in a golden case",6.83333333333333,6.52631578947368,6,6.25
dreamfusion,"A model airplane with spinning propellers",5.73684210526316,6.88888888888889,5.83333333333333,5.90476190476191
dreamfusion,"A soccer ball signed by players",6.3,7.23529411764706,6.17647058823529,6.36842105263158
dreamfusion,"A steel hammer with a rubber grip",8.14285714285714,7.125,6.5,7.26315789473684
dreamfusion,"A straw hat with a blue band",7.38888888888889,6.85714285714286,6.47058823529412,7
dreamfusion,"A teddy bear holding a heart",1.36842105263158,1.36842105263158,1.38888888888889,1.14285714285714
dreamfusion,"A wooden chair with a woven seat",6.38095238095238,6.8125,5.95,6.52631578947368
dreamfusion,"A headphone with cushioned ear pads",3.73684210526316,3.88888888888889,3.47368421052632,3.6
dreamfusion,"A white sneaker with blue stripes",6.52631578947368,6.77777777777778,5.94444444444444,6.19047619047619
magic3d,"A badge shaped like a shield",2.52941176470588,2.63157894736842,2.1875,2.15789473684211
magic3d,"A bookmark with a tassel",4.28947368421053,3.60526315789474,3.36111111111111,3.64285714285714
magic3d,"A candleholder made of wrought iron",6.28571428571429,5.0625,4.95,5.31578947368421
magic3d,"A chess piece carved from ivory",7.8421052631579,8,7.10526315789474,7.85
magic3d,"A coffee mug with a chipped rim",5.47368421052632,5.54545454545455,4.33333333333333,5.09523809523809
magic3d,"A red rose with a thorny stem",4.5,4.28571428571429,4.17647058823529,4.26315789473684
magic3d,"A lamp with a fabric shade",4.42857142857143,4.25,3.75,4.26315789473684
magic3d,"A lipstick in a golden case",5.15789473684211,3.77272727272727,3.76190476190476,3.90476190476191
magic3d,"A model airplane with spinning propellers",6.21052631578947,4.22222222222222,3.7,4.57142857142857
magic3d,"A soccer ball signed by players",5.05555555555556,4.95238095238095,3.82352941176471,4.78947368421053
magic3d,"A steel hammer with a rubber grip",5.94736842105263,4.5,4.66666666666667,4.33333333333333
magic3d,"A straw hat with a blue band",7.94444444444444,7.23809523809524,6.88235294117647,7.47368421052632
magic3d,"A teddy bear holding a heart",1.05882352941176,1,1.5,0.78947368421053
magic3d,"A wooden chair with a woven seat",6.94736842105263,6.73684210526316,5.44444444444444,6.23809523809524
magic3d,"A headphone with cushioned ear pads",5.26315789473684,3.45454545454545,3.14285714285714,3.85714285714286
magic3d,"A white sneaker with blue stripes",5.94117647058824,5.05263157894737,6.3125,4.94736842105263
sjc,"A badge shaped like a shield",2.63157894736842,2,1.5,2
sjc,"A bookmark with a tassel",4.15,3.41176470588235,3.35294117647059,3.52631578947368
sjc,"A candleholder made of wrought iron",6.88888888888889,5.42105263157895,4.7,5.25
sjc,"A chess piece carved from ivory",7,6.31578947368421,5.05,5.8
sjc,"A coffee mug with a chipped rim",3.78947368421053,2.88888888888889,2.63157894736842,2.9
sjc,"A red rose with a thorny stem",6.95,5.70588235294118,5.70588235294118,6.10526315789474
sjc,"A lamp with a fabric shade",4.68421052631579,3.55555555555556,3.15789473684211,3.5
sjc,"A lipstick in a golden case",6.05555555555556,4.78947368421053,3.85,4.45
sjc,"A model airplane with spinning propellers",4.15789473684211,3.22727272727273,2.85714285714286,3.09523809523809
sjc,"A soccer ball signed by players",3.95,3.76470588235294,3,3.26315789473684
sjc,"A steel hammer with a rubber grip",2.15789473684211,1.36842105263158,1.33333333333333,1.61904761904762
sjc,"A straw hat with a blue band",6.16666666666667,3.78947368421053,3.5,4.1
sjc,"A teddy bear holding a heart",4.47368421052632,3.66666666666667,2.78947368421053,3.3
sjc,"A wooden chair with a woven seat",3.84210526315789,2.38888888888889,2.6,2.71428571428571
sjc,"A headphone with cushioned ear pads",1.84210526315789,0.94736842105263,0.83333333333333,1.14285714285714
sjc,"A white sneaker with blue stripes",3.36842105263158,2.05263157894737,1.83333333333333,2.28571428571429
textmesh,"A badge shaped like a shield",2.78947368421053,2.66666666666667,2.8,2.42857142857143
textmesh,"A bookmark with a tassel",2.95238095238095,3.0625,2.45,2.63157894736842
textmesh,"A candleholder made of wrought iron",6.80952380952381,6.125,5.5,6.05263157894737
textmesh,"A chess piece carved from ivory",7.78947368421053,7.22727272727273,6.57142857142857,7.19047619047619
textmesh,"A coffee mug with a chipped rim",5,5.05263157894737,4.5625,4.84210526315789
textmesh,"A red rose with a thorny stem",1.42105263157895,1.16666666666667,1.83333333333333,1.28571428571429
textmesh,"A lamp with a fabric shade",6.10526315789474,5.38888888888889,4.47368421052632,5.25
textmesh,"A lipstick in a golden case",6.94736842105263,6.66666666666667,6,6.38095238095238
textmesh,"A model airplane with spinning propellers",5.83333333333333,5.90476190476191,5.88235294117647,5.89473684210526
textmesh,"A soccer ball signed by players",6.05555555555556,6.52380952380952,5.64705882352941,6
textmesh,"A steel hammer with a rubber grip",5.85,4.76470588235294,5.70588235294118,4.73684210526316
textmesh,"A straw hat with a blue band",7.28571428571429,6.25,6.2,6.47368421052632
textmesh,"A teddy bear holding a heart",1.29411764705882,1.42105263157895,1.6875,1.31578947368421
textmesh,"A wooden chair with a woven seat",6.26315789473684,6.05555555555556,5.3,6.04761904761905
textmesh,"A headphone with cushioned ear pads",0.94736842105263,1.16666666666667,1.05,0.85714285714286
textmesh,"A white sneaker with blue stripes",1,1.15789473684211,1.375,1
3dtopia,"A badge shaped like a shield",7.89473684210526,7.66666666666667,7.55,7.71428571428571
3dtopia,"A bookmark with a tassel",5.80952380952381,5.5,6.05,5.57894736842105
3dtopia,"A candleholder made of wrought iron",7,4.68181818181818,5.76190476190476,5.57142857142857
3dtopia,"A chess piece carved from ivory",8.11111111111111,7.42857142857143,7.23529411764706,7.68421052631579
3dtopia,"A coffee mug with a chipped rim",4.68421052631579,4.44444444444444,4.31578947368421,4.45
3dtopia,"A red rose with a thorny stem",5.55555555555556,4.19047619047619,4.58823529411765,4.42105263157895
3dtopia,"A lamp with a fabric shade",8.57894736842105,7.33333333333333,7.68421052631579,7.9
3dtopia,"A lipstick in a golden case",4.84210526315789,5.5,5.65,5.04761904761905
3dtopia,"A model airplane with spinning propellers",0.47058823529412,0.52631578947368,0.8125,0.57894736842105
3dtopia,"A soccer ball signed by players",3.55555555555556,4.09523809523809,3.41176470588235,3.89473684210526
3dtopia,"A steel hammer with a rubber grip",6.68421052631579,6.55555555555556,6.85,6.66666666666667
3dtopia,"A straw hat with a blue band",4.31578947368421,4.57894736842105,3.16666666666667,4.19047619047619
3dtopia,"A teddy bear holding a heart",3.78947368421053,3.83333333333333,3.66666666666667,3.71428571428571
3dtopia,"A wooden chair with a woven seat",8.89473684210526,8.88888888888889,8.57894736842105,9
3dtopia,"A headphone with cushioned ear pads",2.27777777777778,3.21052631578947,4.55,2.7
3dtopia,"A white sneaker with blue stripes",2.68421052631579,1.83333333333333,3,2.33333333333333
consistent3d,"A badge shaped like a shield",4.21052631578947,3.55555555555556,3.26315789473684,3.4
consistent3d,"A bookmark with a tassel",4.16666666666667,3.47619047619048,3.23529411764706,3.52631578947368
consistent3d,"A candleholder made of wrought iron",7.42105263157895,6.22222222222222,5.66666666666667,6.52380952380952
consistent3d,"A chess piece carved from ivory",7.94736842105263,7.44444444444444,6.73684210526316,7.3
consistent3d,"A coffee mug with a chipped rim",5.36842105263158,4.27777777777778,3.5,4.42857142857143
consistent3d,"A red rose with a thorny stem",3.5,2.64705882352941,2.64705882352941,2.63157894736842
consistent3d,"A lamp with a fabric shade",6.16666666666667,4.68421052631579,4.9,4.75
consistent3d,"A lipstick in a golden case",6.11111111111111,6.14285714285714,5.35294117647059,5.63157894736842
consistent3d,"A model airplane with spinning propellers",3.26315789473684,2.68421052631579,2.66666666666667,2.71428571428571
consistent3d,"A soccer ball signed by players",5.52631578947368,5,4.05555555555556,4.76190476190476
consistent3d,"A steel hammer with a rubber grip",6.10526315789474,5.27777777777778,5,5.38095238095238
consistent3d,"A straw hat with a blue band",6.71428571428571,4.875,5.05,5.21052631578947
consistent3d,"A teddy bear holding a heart",6.36842105263158,4.88888888888889,4.85,4.76190476190476
consistent3d,"A wooden chair with a woven seat",6.61904761904762,5.75,4.85,5.89473684210526
consistent3d,"A headphone with cushioned ear pads",7.8,6.82352941176471,6.35294117647059,6.78947368421053
consistent3d,"A white sneaker with blue stripes",8.5,8,6.7,7.4
latentnerf,"A badge shaped like a shield",1.77777777777778,1.66666666666667,0.94117647058824,1.21052631578947
latentnerf,"A bookmark with a tassel",2.21052631578947,1.72222222222222,1.63157894736842,1.55
latentnerf,"A candleholder made of wrought iron",8.16666666666667,7.1578947368421,6.1,6.9
latentnerf,"A chess piece carved from ivory",6.84210526315789,4.05555555555556,4.55555555555556,4.95238095238095
latentnerf,"A coffee mug with a chipped rim",2,1.5625,1.25,1.36842105263158
latentnerf,"A red rose with a thorny stem",3.10526315789474,2.66666666666667,2.89473684210526,2.65
latentnerf,"A lamp with a fabric shade",6,4.21052631578947,4.1,4.4
latentnerf,"A lipstick in a golden case",6.94736842105263,6.11111111111111,6.42105263157895,6.3
latentnerf,"A model airplane with spinning propellers",3.27777777777778,2.36842105263158,2.55,2.4
latentnerf,"A soccer ball signed by players",4.76470588235294,4,3.8125,4.15789473684211
latentnerf,"A steel hammer with a rubber grip",4.21052631578947,3.68421052631579,3.22222222222222,3.57142857142857
latentnerf,"A straw hat with a blue band",5.84210526315789,3.27777777777778,4.11111111111111,4
latentnerf,"A teddy bear holding a heart",5.73684210526316,3.05555555555556,3.88888888888889,3.71428571428571
latentnerf,"A wooden chair with a woven seat",6.52631578947368,5.5,4.78947368421053,5.55
latentnerf,"A headphone with cushioned ear pads",4.63157894736842,2.55555555555556,2.65,2.95238095238095
latentnerf,"A white sneaker with blue stripes",5.26315789473684,4.11111111111111,4.31578947368421,4
one2345++,"A badge shaped like a shield",9,8.5,8.52380952380952,8.57142857142857
one2345++,"A bookmark with a tassel",7.23809523809524,6.625,7,6.84210526315789
one2345++,"A candleholder made of wrought iron",7.33333333333333,7.04761904761905,7,7.1578947368421
one2345++,"A chess piece carved from ivory",9.1052631578947,8.33333333333333,8.47368421052632,8.7
one2345++,"A coffee mug with a chipped rim",7.95,8.11764705882353,8.29411764705882,8.05263157894737
one2345++,"A red rose with a thorny stem",8.72222222222222,7.73684210526316,7.05,7.7
one2345++,"A lamp with a fabric shade",8.63157894736842,7.5,8.42105263157895,8.15
one2345++,"A lipstick in a golden case",7.31578947368421,7.95454545454546,8.47619047619048,7.80952380952381
one2345++,"A model airplane with spinning propellers",5.5,3.78947368421053,4.1,3.9
one2345++,"A soccer ball signed by players",8.68421052631579,7.57894736842105,7.38888888888889,7.90476190476191
one2345++,"A steel hammer with a rubber grip",7.83333333333333,8,7.8,7.9
one2345++,"A straw hat with a blue band",8.61111111111111,8.04761904761905,8.23529411764706,8.42105263157895
one2345++,"A teddy bear holding a heart",8.7,8.82352941176471,8.29411764705882,8.68421052631579
one2345++,"A wooden chair with a woven seat",8.09523809523809,8.0625,7.2,7.78947368421053
one2345++,"A headphone with cushioned ear pads",9.1052631578947,8.42105263157895,8,8.52380952380952
one2345++,"A white sneaker with blue stripes",8.57894736842105,8.11111111111111,7.55,8.04761904761905
dreamfusion,"A bronze goblet encrusted with rubies, with swirling engravings of dragons coiling up its stem",3.11111111111111,2.57142857142857,2.05882352941176,2.52631578947368
dreamfusion,"A square table with intricate carvings along the legs, a scratched surface, and a missing corner",5.78947368421053,7.18181818181818,5.57142857142857,6.19047619047619
dreamfusion,"A golden lamp with an intricate bird and flower motif, and a glossy, amber-colored glass shade",3.33333333333333,3.47619047619048,2.76470588235294,3.21052631578947
dreamfusion,"A wooden chair with a broken leg, a cushioned seat, and carved spirals on the arms",5.63157894736842,5.66666666666667,5.05,5.57142857142857
dreamfusion,"A porcelain teapot with a gold-trimmed spout and a painted phoenix spiraling around its surface",5.36842105263158,5.18181818181818,4.33333333333333,4.66666666666667
dreamfusion,"A round clock with a cracked face, golden hands, and worn Roman numerals along the edges",1.10526315789474,1.05555555555556,1.15,1
dreamfusion,"A potted succulent with plump, fleshy, blue-green leaves edged in red and planted in a terracotta pot",8,7.89473684210526,7.15,7.6
dreamfusion,"A gilded picture frame adorned with ivy leaves, enclosing an oil painting of a serene landscape",0.61111111111111,0.61904761904762,0.88235294117647,0.84210526315789
dreamfusion,"A blue hat with a wide brim, a finely stitched edge, and a silver feather pinned delicately to one side",4.94736842105263,4.84210526315789,4.66666666666667,4.80952380952381
dreamfusion,"A yellow pencil with a polished finish, a sharply defined lead tip, and a vibrant red eraser",5.05263157894737,4.72222222222222,4.36842105263158,4.65
dreamfusion,"A glass bottle with a chipped neck, intricate patterns swirling along the sides, and a faded label",5.70588235294118,5.05263157894737,4.1875,5.10526315789474
dreamfusion,"A green cactus with twisted, gnarled branches, white spines, and tiny red flowers growing at the top",7.63157894736842,7.16666666666667,6.94736842105263,7.5
dreamfusion,"A black cat with white paws, one torn ear, and piercing green eyes, sitting with its tail curled",4.27777777777778,3.89473684210526,3.35,3.45
dreamfusion,"A ceramic vase with swirling patterns etched into the surface, a chipped rim, and a long, narrow neck",5.73684210526316,6.38888888888889,5.15789473684211,5.8
dreamfusion,"A bronze statue of a warrior with one arm raised, and a weathered, cracked base",4.63157894736842,2.94444444444444,4,3.42857142857143
dreamfusion,"A wooden cabin with a finely crafted stone chimney, detailed log walls, and a delicately carved wooden door",6.7,5.35294117647059,5.58823529411765,5.78947368421053
magic3d,"A bronze goblet encrusted with rubies, with swirling engravings of dragons coiling up its stem",6.52631578947368,5.89473684210526,5.72222222222222,6.14285714285714
magic3d,"A square table with intricate carvings along the legs, a scratched surface, and a missing corner",5.45,7.47058823529412,6.64705882352941,6.31578947368421
magic3d,"A golden lamp with an intricate bird and flower motif, and a glossy, amber-colored glass shade",6.42105263157895,5.86363636363636,5.90476190476191,6.04761904761905
magic3d,"A wooden chair with a broken leg, a cushioned seat, and carved spirals on the arms",5.21052631578947,4.72222222222222,4.5,4.76190476190476
magic3d,"A porcelain teapot with a gold-trimmed spout and a painted phoenix spiraling around its surface",6.61111111111111,5.15789473684211,5,5.2
magic3d,"A round clock with a cracked face, golden hands, and worn Roman numerals along the edges",1.35,1.41176470588235,1.29411764705882,1.15789473684211
magic3d,"A potted succulent with plump, fleshy, blue-green leaves edged in red and planted in a terracotta pot",8.36842105263158,7.5,7.26315789473684,7.85
magic3d,"A gilded picture frame adorned with ivy leaves, enclosing an oil painting of a serene landscape",0.44444444444444,0.63157894736842,0.65,0.5
magic3d,"A blue hat with a wide brim, a finely stitched edge, and a silver feather pinned delicately to one side",7.22222222222222,6.85714285714286,6.76470588235294,7
magic3d,"A yellow pencil with a polished finish, a sharply defined lead tip, and a vibrant red eraser",5.05882352941176,4.36842105263158,4,4.47368421052632
magic3d,"A glass bottle with a chipped neck, intricate patterns swirling along the sides, and a faded label",6.09523809523809,6.0625,4.95,5.73684210526316
magic3d,"A green cactus with twisted, gnarled branches, white spines, and tiny red flowers growing at the top",7.73684210526316,7.61111111111111,7.1578947368421,7.35
magic3d,"A black cat with white paws, one torn ear, and piercing green eyes, sitting with its tail curled",2.63157894736842,2.33333333333333,1.88888888888889,2.42857142857143
magic3d,"A ceramic vase with swirling patterns etched into the surface, a chipped rim, and a long, narrow neck",5.68421052631579,6.63636363636364,5.04761904761905,5.80952380952381
magic3d,"A bronze statue of a warrior with one arm raised, and a weathered, cracked base",2.42857142857143,2.0625,2.4,2
magic3d,"A wooden cabin with a finely crafted stone chimney, detailed log walls, and a delicately carved wooden door",7.05263157894737,6.05555555555556,5.88888888888889,6.33333333333333
sjc,"A bronze goblet encrusted with rubies, with swirling engravings of dragons coiling up its stem",2.57142857142857,1.5625,2,1.84210526315789
sjc,"A square table with intricate carvings along the legs, a scratched surface, and a missing corner",0.55,0.58823529411765,0.70588235294118,0.57894736842105
sjc,"A golden lamp with an intricate bird and flower motif, and a glossy, amber-colored glass shade",6.04761904761905,5.875,5.2,5.63157894736842
sjc,"A wooden chair with a broken leg, a cushioned seat, and carved spirals on the arms",4,2.83333333333333,2.75,3.14285714285714
sjc,"A porcelain teapot with a gold-trimmed spout and a painted phoenix spiraling around its surface",4.94736842105263,4.66666666666667,3.31578947368421,3.85
sjc,"A round clock with a cracked face, golden hands, and worn Roman numerals along the edges",1.15789473684211,1.21052631578947,1.33333333333333,1.14285714285714
sjc,"A potted succulent with plump, fleshy, blue-green leaves edged in red and planted in a terracotta pot",6.47368421052632,3.63157894736842,3.88888888888889,4.61904761904762
sjc,"A gilded picture frame adorned with ivy leaves, enclosing an oil painting of a serene landscape",0.72222222222222,0.85714285714286,0.64705882352941,0.52631578947368
sjc,"A blue hat with a wide brim, a finely stitched edge, and a silver feather pinned delicately to one side",3.94736842105263,2.52631578947368,2.11111111111111,2.85714285714286
sjc,"A yellow pencil with a polished finish, a sharply defined lead tip, and a vibrant red eraser",2.16666666666667,2,1.6,1.65
